coin,date,dtype,U,on_pos,don20
ETH,2022-01-27,normal,0.0457390029896044,0.731572612051265,0.2416915786795571
ETH,2022-01-28,normal,0.0452661196350776,0.14663109887273004,0.21178828357672688
ETH,2022-01-31,normal,0.0449452319506672,0.40899508081517977,0.3534568798256189
ETH,2022-02-01,normal,0.0446238288632433,0.8737730185771075,0.4215325407408
ETH,2022-02-02,normal,0.0396271812002148,0.860468397291192,0.5021822541966428
ETH,2022-02-03,normal,0.0446238288632433,0.25393452420479357,0.42254171391543827
ETH,2022-02-04,normal,0.041887488067415,0.8564639660422619,0.43452130244613646
ETH,2022-02-07,normal,0.0321925754060325,0.6900047147571884,0.8040327718800756
ETH,2022-02-08,normal,0.0319355013256858,0.08946245967080514,0.8801116325816382
ETH,2022-02-09,normal,0.0295244886135745,0.9130874178878192,0.8594003786893044
ETH,2022-02-10,normal,0.0360174829387987,0.6933417184183653,0.9768074187449358
ETH,2022-02-11,normal,0.0319764762273473,0.8366115702479341,0.8122365870574217
ETH,2022-02-14,normal,0.0313993119914964,0.9758391919992072,0.5734933779969607
ETH,2022-02-15,normal,0.0300213578798544,0.9640038967364817,0.6340994386030212
ETH,2022-02-16,normal,0.0295244886135745,0.14014694593705662,0.8964672311652866
ETH,2022-02-17,normal,0.0337727061217921,0.2627910539215683,0.8257037309079914
ETH,2022-02-18,normal,0.0366677687797746,0.49427503917078847,0.5148652162607262
ETH,2022-02-21,normal,0.0383163067373593,0.10851101740214969,0.06498883644688097
ETH,2022-02-22,normal,0.041875765598451,0.8014376255990104,0.01380811950500232
ETH,2022-02-23,normal,0.037281641108714,0.9393264316603314,0.17391470790904218
ETH,2022-02-24,normal,0.0452661196350776,0.20301286993654016,0.1017150294770692
ETH,2022-02-25,normal,0.0438146259222975,0.9569639008620698,0.3011203057967182
ETH,2022-02-28,normal,0.041875765598451,0.5975040402226622,0.32205233515645654
ETH,2022-03-01,normal,0.0434949887463209,0.801597204891437,0.6312648679421751
ETH,2022-03-02,normal,0.038537790934521,0.5581341557440245,0.6875648089787122
ETH,2022-03-03,normal,0.0312927546356941,0.4277940139070872,0.7222798736874995
ETH,2022-03-04,normal,0.0396271812002148,0.26307996051332816,0.5958446311608027
ETH,2022-03-07,normal,0.0453517393123505,0.48660114544297706,0.2803981298608553
ETH,2022-03-08,normal,0.0434949887463209,0.7493211265420128,0.21552375475038613
ETH,2022-03-09,normal,0.041887488067415,0.8286162774104564,0.32089534883720905
ETH,2022-03-10,normal,0.0361859755183112,0.17765410958904224,0.5739672809882918
ETH,2022-03-11,normal,0.0413985413985414,0.8512418131119899,0.4122810555040259
ETH,2022-03-14,normal,0.0414710202819369,0.7445111492281304,0.2898872175397563
ETH,2022-03-15,normal,0.0319764762273473,0.2904304220643569,0.38903899665282077
ETH,2022-03-16,normal,0.0324568522592969,0.6438231271843173,0.42710811791749015
ETH,2022-03-17,normal,0.0294495656798439,0.7273135669362112,0.5490140421766209
ETH,2022-03-18,normal,0.027669475205892,0.53979057591623,0.61264630745855
ETH,2022-03-21,normal,0.0316291762795863,0.8076515472657899,0.6952296672287993
ETH,2022-03-22,normal,0.0288183798947724,0.8113617671248963,0.7430665709372031
ETH,2022-03-23,normal,0.0288183798947724,0.3024040489245037,0.8631076745907706
ETH,2022-03-24,normal,0.0326869231566939,0.633543875479358,0.9722793452331991
ETH,2022-03-25,normal,0.0313546430592333,0.8612116260067718,0.9731768282878486
ETH,2022-03-28,normal,0.0320381731424676,0.8822243049047175,0.995459095236933
ETH,2022-03-29,normal,0.0305570291777187,0.9554205308602507,0.8952939295421841
ETH,2022-03-30,normal,0.0326869231566939,0.8745984396512179,0.9177242711377637
ETH,2022-03-31,normal,0.0320381731424676,0.669303797468356,0.9028385935461689
ETH,2022-04-01,normal,0.0337361311845951,0.758036534340239,0.7973848938687595
ETH,2022-04-04,normal,0.033471359558316,0.2369253956292388,0.945562449922671
ETH,2022-04-05,normal,0.0320381731424676,0.5040280933691326,0.9377251883393382
ETH,2022-04-06,normal,0.0320381731424676,0.1891362605648311,0.7921263430544893
ETH,2022-04-07,normal,0.0320381731424676,0.9128532974427984,0.49453206505062913
ETH,2022-04-08,normal,0.0319764762273473,0.4418324291742017,0.5372348092723389
ETH,2022-04-11,normal,0.0320381731424676,0.08720084087969014,0.4562695450418642
ETH,2022-04-12,normal,0.0352895178276387,0.9373518804739787,0.08957237490336323
ETH,2022-04-13,normal,0.0319764762273473,0.25710868987510377,0.12320335057270654
ETH,2022-04-14,normal,0.0316291762795863,0.05434070970276413,0.26696703366437186
ETH,2022-04-15,normal,0.0319952024834203,0.4557558945908518,0.11419234064155853
ETH,2022-04-18,normal,0.0352895178276387,0.1473949752883035,0.06038011232033496
ETH,2022-04-19,normal,0.0319764762273473,0.17227020357804018,0.2472171218728484
ETH,2022-04-20,normal,0.0300199244544015,0.8625112736747189,0.313504131282993
ETH,2022-04-21,normal,0.0319764762273473,0.9052823315118429,0.27659513426669735
ETH,2022-04-22,normal,0.0319764762273473,0.7830670579284862,0.14396373651595146
ETH,2022-04-25,normal,0.0319952024834203,0.41629686796578336,0.056238649557891256
ETH,2022-04-26,normal,0.0319952024834203,0.4075637071903924,0.3433471473734209
ETH,2022-04-27,normal,0.033463026791567,0.7994434640966461,0.07800446053160776
ETH,2022-04-28,normal,0.0318067975639411,0.7537179487179541,0.22295345691199597
ETH,2022-04-29,normal,0.0319764762273473,0.07871278302727705,0.3145570323201657
ETH,2022-05-02,normal,0.0319952024834203,0.06379472693032098,0.2454645876704758
ETH,2022-05-03,normal,0.030794588678437,0.3561663343776743,0.3128690997153414
ETH,2022-05-04,normal,0.032275121650837,0.8443722758738569,0.15388537196753968
ETH,2022-05-05,normal,0.0294937752817813,0.2407649986900717,0.4915239835153158
ETH,2022-05-06,normal,0.0324568522592969,0.16166564605021577,0.13072434607645836
ETH,2022-05-09,normal,0.0352895178276387,0.22353182330634555,0.05130747126436787
ETH,2022-05-10,normal,0.0457390029896044,0.8417017375723996,0.003717277486911185
ETH,2022-05-11,normal,0.0509060809412599,0.784216046145778,0.14494897959183692
ETH,2022-05-12,normal,0.0510720982919398,0.3867341772151898,0.07731938832717902
ETH,2022-05-13,normal,0.0506094668454161,0.8785905008495825,0.12925762782967878
ETH,2022-05-16,normal,0.0464059703476531,0.27324772605671555,0.2785630153121319
ETH,2022-05-17,normal,0.0452661196350776,0.7649426689436444,0.189542372881356
ETH,2022-05-18,normal,0.0446238288632433,0.14513350559862226,0.24637288135593202
ETH,2022-05-19,normal,0.0452661196350776,0.8729003359462493,0.09873482866578025
ETH,2022-05-20,normal,0.0452661196350776,0.85192697768763,0.18831753656130718
ETH,2022-05-23,normal,0.0452661196350776,0.7652911911033072,0.20859458763991945
ETH,2022-05-24,normal,0.0422798296156469,0.3346870520783552,0.14866406484539174
ETH,2022-05-25,normal,0.0422798296156469,0.02211394302848554,0.1553804183085784
ETH,2022-05-26,normal,0.0414710202819369,0.09632600860365038,0.14885512116721297
ETH,2022-05-27,normal,0.0468854698843226,0.44184643234273613,0.0590389535363539
ETH,2022-05-30,normal,0.0438722598803622,0.8773346382839903,0.14667126229551672
ETH,2022-05-31,normal,0.0396367898776453,0.35425550059696304,0.39523230487593036
ETH,2022-06-01,normal,0.0396367898776453,0.5482255606357507,0.4855691056910571
ETH,2022-06-02,normal,0.041875765598451,0.907640135647315,0.24773706896551734
ETH,2022-06-03,normal,0.0385004887102636,0.09345327336331748,0.28249999999999986
ETH,2022-06-06,normal,0.0358423177898903,0.9475735033652137,0.2461256020218397
ETH,2022-06-07,normal,0.0390552287972936,0.18954074860631787,0.38467575787305014
ETH,2022-06-08,normal,0.0361859755183112,0.5931063920606116,0.28619974059662756
ETH,2022-06-09,normal,0.0345879005756379,0.4997305550565857,0.23055771725032453
ETH,2022-06-10,normal,0.0324568522592969,0.45354914854156325,0.22259403372243824
ETH,2022-06-13,normal,0.0452661196350776,0.098633372701198,0.01975506390362719
ETH,2022-06-14,normal,0.0468854698843226,0.5579685746352415,0.05178027518117833
ETH,2022-06-15,normal,0.0490532673062594,0.4862613338242736,0.14149790038802967
ETH,2022-06-16,normal,0.0473990299519572,0.10600706713780844,0.22266353974352576
ETH,2022-06-17,normal,0.0473990299519572,0.6204215876812669,0.053989321890125265
ETH,2022-06-20,normal,0.0490532673062594,0.8551282051282048,0.21761580417485396
ETH,2022-06-21,normal,0.0471219682804451,0.5819832241755729,0.22610034646477614
ETH,2022-06-22,normal,0.0471219682804451,0.4137606032045244,0.23524710142136276
ETH,2022-06-23,normal,0.0473990299519572,0.8597278720718192,0.1623878124879628
ETH,2022-06-24,normal,0.0471219682804451,0.8849377394636027,0.2534185894225955
ETH,2022-06-27,normal,0.0422798296156469,0.5501190733925103,0.3183245757081597
ETH,2022-06-28,normal,0.0422798296156469,0.8557075076751334,0.3248503463189896
ETH,2022-06-29,normal,0.0446238288632433,0.23780394555742446,0.27588707643151433
ETH,2022-06-30,normal,0.0464059703476531,0.06141571574357547,0.23695218691750844
ETH,2022-07-01,normal,0.0436280346479308,0.34797891036906853,0.23662024605008433
ETH,2022-07-04,normal,0.0385004887102636,0.9154187921671864,0.4836361811063147
ETH,2022-07-05,normal,0.0360174829387987,0.06586201758307353,0.6762373255697219
ETH,2022-07-06,normal,0.0320381731424676,0.512200632625392,0.6298062443529766
ETH,2022-07-07,normal,0.0312338695801789,0.5639253628196261,0.7655104909145667
ETH,2022-07-08,normal,0.031850564726325,0.23758816207993153,0.8933089047284409
ETH,2022-07-11,normal,0.0308515752405355,0.15041363750313325,0.6041134751773046
ETH,2022-07-12,normal,0.0324568522592969,0.177395649617871,0.3489361702127663
ETH,2022-07-13,normal,0.0414710202819369,0.9505695687550842,0.1439007092198579
ETH,2022-07-14,normal,0.036193244495072,0.16630355846042222,0.4148936170212766
ETH,2022-07-15,normal,0.0413985413985414,0.6173314436120662,0.6929787234042556
ETH,2022-07-18,normal,0.0353742385393021,0.8234654145671086,0.8016991833564755
ETH,2022-07-19,normal,0.0434949887463209,0.39176101486836634,0.9725924566700584
ETH,2022-07-20,normal,0.0392160815500968,0.8928812904472141,0.8599052132701421
ETH,2022-07-21,normal,0.041256887970808,0.28121571209128904,0.8248383172184157
ETH,2022-07-22,normal,0.0406894757738804,0.886848891181021,0.911074470128706
ETH,2022-07-25,normal,0.043247712270729,0.2330854344277162,0.8987264824777365
ETH,2022-07-26,normal,0.0416217722459594,0.16370079346737518,0.660268684842406
ETH,2022-07-27,normal,0.0392160815500968,0.769525188786594,0.6729278745326889
ETH,2022-07-28,normal,0.038537790934521,0.5317407945097,0.9565362754931462
ETH,2022-07-29,normal,0.0453517393123505,0.19507748404740338,0.9225789047747505
ETH,2022-08-01,normal,0.0406894757738804,0.42441314553990733,0.8629748095623465
ETH,2022-08-02,normal,0.036193244495072,0.2870285188592451,0.8015209320847303
ETH,2022-08-03,normal,0.041256887970808,0.9105427473583088,0.7840826177246452
ETH,2022-08-04,normal,0.0313546430592333,0.16702052370842282,0.7240037102063804
ETH,2022-08-05,normal,0.0392284788206471,0.967539113905543,0.7020857200619989
ETH,2022-08-08,normal,0.034208045562241,0.9680467608377964,0.8026223694647941
ETH,2022-08-09,normal,0.0313546430592333,0.12004461117307039,0.9113310092458263
ETH,2022-08-10,normal,0.044846082017205,0.8408939292861914,0.7504709525149946
ETH,2022-08-11,normal,0.0377013977291723,0.79845495930473,0.9405669118620349
ETH,2022-08-12,normal,0.0320381731424676,0.25558842866535036,0.8944915760544869
ETH,2022-08-15,normal,0.0319355013256858,0.11799796304379473,0.8594749417508867
ETH,2022-08-16,normal,0.0316291762795863,0.8178524374176558,0.785051791782261
ETH,2022-08-17,QUIET,0.0292017467429019,0.11041689109124188,0.6742649558123727
ETH,2022-08-18,normal,0.0300199244544015,0.8443364981232069,0.5841476886471788
ETH,2022-08-19,normal,0.0315763366075719,0.13021957769469752,0.6099379673691369
ETH,2022-08-22,normal,0.0318067975639411,0.37230799488641914,0.18655817352319642
ETH,2022-08-23,normal,0.0319764762273473,0.75529223805086,0.19945490095392338
ETH,2022-08-24,normal,0.0300213578798544,0.6756756756756764,0.2799360101119824
ETH,2022-08-25,normal,0.0300199244544015,0.900370713623725,0.26245729069974105
ETH,2022-08-26,normal,0.0352895178276387,0.10242107761690138,0.33859340746153666
ETH,2022-08-29,normal,0.037281641108714,0.45741431964709894,0.004554455445544539
ETH,2022-08-30,normal,0.037281641108714,0.7426426062734655,0.21338333991314648
ETH,2022-08-31,normal,0.0417384295795932,0.757997083130774,0.16862416107382547
ETH,2022-09-01,normal,0.0396367898776453,0.8488961273977577,0.21716673246479795
ETH,2022-09-02,normal,0.041875765598451,0.5917318435754194,0.2699039347282539
ETH,2022-09-05,normal,0.0324568522592969,0.28366841090608563,0.2925467572345771
ETH,2022-09-06,normal,0.0310374022012597,0.8813618405763416,0.3642318786638131
ETH,2022-09-07,normal,0.0369311216192548,0.24128938034633743,0.2974863672901868
ETH,2022-09-08,normal,0.0367017803892506,0.6555092889173612,0.48816679188580026
ETH,2022-09-09,normal,0.0360174829387987,0.8047343732955157,0.7111563083488928
ETH,2022-09-12,normal,0.0315763366075719,0.5216842105263169,0.9376158290635558
ETH,2022-09-13,normal,0.043247712270729,0.8730801452108363,0.8020549438569713
ETH,2022-09-14,normal,0.0390386993026205,0.6003358522250207,0.41513136378502163
ETH,2022-09-15,QUIET,0.0300199244544015,0.2393070489844679,0.5895290526545299
ETH,2022-09-16,normal,0.0417384295795932,0.7557030277892998,0.138095497656165
ETH,2022-09-19,normal,0.0441317395470822,0.36958537554643117,0.019333261408997812
ETH,2022-09-20,normal,0.0422798296156469,0.2806806806806801,0.18856581532416505
ETH,2022-09-21,normal,0.0400369191412665,0.9299099537600417,0.08434184675834983
ETH,2022-09-22,normal,0.0417384295795932,0.9514082992904753,0.04530755711775039
ETH,2022-09-23,normal,0.0400369191412665,0.07192396609298633,0.1871001757469245
ETH,2022-09-26,normal,0.0429564404505224,0.5009858397562299,0.13115992970123042
ETH,2022-09-27,normal,0.0390552287972936,0.8776411603199236,0.20416520210896322
ETH,2022-09-28,normal,0.0425595580619172,0.48269142595139725,0.18984182776801403
ETH,2022-09-29,normal,0.0414710202819369,0.5981284117494144,0.20597539543058005
ETH,2022-09-30,normal,0.0349112958904931,0.33188315724052336,0.2033391915641477
ETH,2022-10-03,normal,0.0352140998764979,0.8457559369856583,0.10493792899298815
ETH,2022-10-04,normal,0.0319952024834203,0.7777031564808585,0.23687959558823507
ETH,2022-10-05,QUIET,0.0300213578798544,0.10102692200943313,0.3251148897058823
ETH,2022-10-06,normal,0.0301339851071373,0.6060997673817528,0.5019935447123604
ETH,2022-10-07,normal,0.0319952024834203,0.5824372759856628,0.5155975481200948
ETH,2022-10-10,normal,0.030794588678437,0.4476464937560052,0.5459502382212814
ETH,2022-10-11,normal,0.030751647349828,0.4960986659954701,0.3707252514557964
ETH,2022-10-12,normal,0.0300213578798544,0.7140634723086539,0.2630317187115807
ETH,2022-10-13,normal,0.030751647349828,0.27682167704137534,0.2809264305177113
ETH,2022-10-14,normal,0.0318067975639411,0.724790991298411,0.46228571428571397
ETH,2022-10-17,normal,0.030794588678437,0.759138566166054,0.5521428571428574
ETH,2022-10-18,normal,0.0316291762795863,0.3282442748091617,0.7289035517294711
ETH,2022-10-19,normal,0.029384790615801,0.34797156001672885,0.6222485695138926
ETH,2022-10-20,normal,0.030794588678437,0.9150000000000063,0.49017990618073054
ETH,2022-10-21,normal,0.030794588678437,0.14112291350530937,0.47718954585287865
ETH,2022-10-24,normal,0.030794588678437,0.5374808771035222,0.8979844321872263
ETH,2022-10-25,normal,0.0300199244544015,0.743331357439244,0.791844940460848
ETH,2022-10-26,normal,0.0352140998764979,0.7488588643417929,0.8048096431555076
ETH,2022-10-27,normal,0.0340474499218638,0.35996955859969737,0.9286649053063036
ETH,2022-10-28,normal,0.0316291762795863,0.3113964686998421,0.8001432134126767
ETH,2022-10-31,normal,0.033471359558316,0.8043887991383956,0.8464888174861542
ETH,2022-11-01,normal,0.0350368098159508,0.6370631612696367,0.808967150044392
ETH,2022-11-02,normal,0.0315763366075719,0.3078967943706027,0.8212066122690569
ETH,2022-11-03,normal,0.0276836036191668,0.487597046014013,0.6473770132306715
ETH,2022-11-04,normal,0.0345209578003541,0.6975187081528168,0.6782485806876051
ETH,2022-11-07,normal,0.034208045562241,0.664464534075105,0.7385983385983385
ETH,2022-11-08,normal,0.0315763366075719,0.3246878664551297,0.7381537381537379
ETH,2022-11-09,normal,0.0510720982919398,0.435553425970292,0.2276733780760626
ETH,2022-11-10,normal,0.0552672482157018,0.8804381651832948,0.04814747637970558
ETH,2022-11-11,normal,0.0510550017709862,0.6540515222482451,0.37223605454515474
ETH,2022-11-14,normal,0.0478993998285224,0.8864263293065722,0.24396919880620646
ETH,2022-11-15,normal,0.0464392157609575,0.7984522207267832,0.27989842861147296
ETH,2022-11-16,normal,0.0441413036484138,0.14551140544518146,0.2963048460764754
ETH,2022-11-17,normal,0.0441413036484138,0.4799660801356808,0.23519712434250678
ETH,2022-11-18,normal,0.0413985413985414,0.575934269811821,0.20924365591043265
ETH,2022-11-21,normal,0.0422316094849493,0.5285644531249991,0.11324550266295128
ETH,2022-11-22,normal,0.0425595580619172,0.5526129108536276,0.055748841657460295
ETH,2022-11-23,normal,0.0422798296156469,0.6553982300884951,0.10894190973997055
ETH,2022-11-24,normal,0.0366677687797746,0.48026020637056727,0.18300987682820255
ETH,2022-11-25,normal,0.0300124333706744,0.5727766657134674,0.2193987597735239
ETH,2022-11-28,normal,0.0300124333706744,0.21176672974368055,0.2376345147596014
ETH,2022-11-29,normal,0.0284450698562669,0.8957206859261548,0.340868810359171
ETH,2022-11-30,normal,0.0281629860162584,0.6523883330984914,0.5145090909090909
ETH,2022-12-01,normal,0.0276011453220289,0.4052007899934165,0.933872340425532
ETH,2022-12-02,normal,0.0279482998417341,0.8740184363263892,0.8579034800017042
ETH,2022-12-05,normal,0.0279482998417341,0.5043536503683856,0.870681944030328
ETH,2022-12-06,normal,0.0286837754739428,0.5623219373219375,0.7854921838395029
ETH,2022-12-07,normal,0.0286837754739428,0.10431773236651154,0.8362226860331387
ETH,2022-12-08,normal,0.0286837754739428,0.7331340734415038,0.6652468373301532
ETH,2022-12-09,normal,0.0288183798947724,0.549553381539764,0.8739617497976746
ETH,2022-12-12,normal,0.0286756549860176,0.2893493275172679,0.8008263406738511
ETH,2022-12-13,normal,0.0368486559474931,0.7821627647714615,0.8111745961982205
ETH,2022-12-14,normal,0.0288183798947724,0.9668949771689539,0.8570057581573899
ETH,2022-12-15,normal,0.0300199244544015,0.18063253994131653,0.7755081804660389
ETH,2022-12-16,normal,0.0283484094105127,0.10890557939914025,0.5727317798710955
ETH,2022-12-19,normal,0.030751647349828,0.5971428571428554,0.14052684903748733
ETH,2022-12-20,normal,0.030794588678437,0.9037693243008517,0.08560407497156393
ETH,2022-12-21,normal,0.0283484094105127,0.5684093437152401,0.32851985559566815
ETH,2022-12-22,normal,0.0283484094105127,0.5299401197604685,0.31289253746105516
ETH,2022-12-23,normal,0.0281629860162584,0.6851471594798124,0.33232777805251984
ETH,2022-12-26,normal,0.0279482998417341,0.4617224880382857,0.33628406112457343
ETH,2022-12-27,normal,0.0276326831189738,0.09770421783235053,0.3837594579892186
ETH,2022-12-28,normal,0.0279482998417341,0.25300790649707533,0.3018643983977051
ETH,2022-12-29,normal,0.0279612418429898,0.7922437673130188,0.19603382622026652
ETH,2022-12-30,normal,0.0276326831189738,0.38744257274119903,0.24716878492656155
ETH,2023-01-02,normal,0.0276326831189738,0.7548737615851684,0.246426981850551
ETH,2023-01-03,normal,0.0276326831189738,0.4588796185935475,0.3139805153058701
ETH,2023-01-04,normal,0.0276326831189738,0.7486476043276663,0.3986801967253933
ETH,2023-01-05,normal,0.0281629860162584,0.5201365187713359,0.821227325357006
ETH,2023-01-06,normal,0.0280612909444244,0.29600000000000365,0.8250470964042926
ETH,2023-01-09,normal,0.027669475205892,0.8686659772492262,0.9560505719446123
ETH,2023-01-10,normal,0.0276011453220289,0.5368956743002612,0.8503509307293259
ETH,2023-01-11,normal,0.0275238050120802,0.3689727463312364,0.9275640640940997
ETH,2023-01-12,normal,0.0286756549860176,0.7218142548596124,0.9603116068959164
ETH,2023-01-13,normal,0.0286756549860176,0.26765799256505557,0.9140655405931349
ETH,2023-01-16,normal,0.0316291762795863,0.2574128380579991,0.8867086794614722
ETH,2023-01-17,normal,0.0326869231566939,0.6959557053442437,0.9349140374078974
ETH,2023-01-18,normal,0.0300199244544015,0.5900962861072867,0.8985090671153485
ETH,2023-01-19,normal,0.0304577219171306,0.444838455476754,0.7701902452671828
ETH,2023-01-20,normal,0.0300199244544015,0.7360475754803213,0.8595474811053094
ETH,2023-01-23,normal,0.0304577219171306,0.6079059829059879,0.8907511648008771
ETH,2023-01-24,normal,0.0316291762795863,0.47838936091613776,0.8864644732611724
ETH,2023-01-25,normal,0.0316291762795863,0.8914745081447031,0.7218562468979832
ETH,2023-01-26,normal,0.0316291762795863,0.6789674952198856,0.8481252538013808
ETH,2023-01-27,normal,0.0305075785415417,0.41896647527320086,0.8145388977199932
ETH,2023-01-30,normal,0.0326869231566939,0.11208487084870877,0.9047067262594495
ETH,2023-01-31,normal,0.0303344303604982,0.557651093013289,0.6843838981631402
ETH,2023-02-01,normal,0.0286837754739428,0.4842696629213499,0.7040083191529587
ETH,2023-02-02,normal,0.0305075785415417,0.6678486997635923,0.8649318908816449
ETH,2023-02-03,normal,0.0296208799945483,0.8354143019296206,0.7305114107102502
ETH,2023-02-06,normal,0.0300199244544015,0.7270588235294125,0.5983871723943922
ETH,2023-02-07,normal,0.0283484094105127,0.9073728418105504,0.529326269398471
ETH,2023-02-08,normal,0.0300199244544015,0.2021472392638073,0.7876222449277474
ETH,2023-02-09,normal,0.0300199244544015,0.5828583491661401,0.6733272320520644
ETH,2023-02-10,normal,0.0278468915289426,0.18596491228070924,0.13905836892414022
ETH,2023-02-13,normal,0.0300124333706744,0.3547420965058231,0.11051272921488303
ETH,2023-02-14,normal,0.0279612418429898,0.7041623667010689,0.17135509396636972
ETH,2023-02-15,normal,0.0300124333706744,0.8325508607198718,0.3710385756676557
ETH,2023-02-16,normal,0.0286837754739428,0.4729501267962788,0.8426904055390703
ETH,2023-02-17,normal,0.0296208799945483,0.7850361663652805,0.625925135212069
ETH,2023-02-20,normal,0.0300199244544015,0.8139333621808732,0.7750498149729574
ETH,2023-02-21,normal,0.0276836036191668,0.2244256823090526,0.858738969541702
ETH,2023-02-22,normal,0.0272648179118821,0.5152116402116413,0.7039211500142327
ETH,2023-02-23,normal,0.027669475205892,0.3791044776119394,0.6447836606888702
ETH,2023-02-24,normal,0.0276011453220289,0.17090754877014191,0.671078849985767
ETH,2023-02-27,normal,0.0294937752817813,0.4271255060728659,0.6384500426985478
ETH,2023-02-28,normal,0.0271847801468922,0.876306620209063,0.6103045829775121
ETH,2023-03-01,normal,0.0275488286128178,0.7723501070663814,0.5098918303444349
ETH,2023-03-02,normal,0.0280612909444244,0.057387862796831834,0.7233489894676914
ETH,2023-03-03,normal,0.027669475205892,0.19864750633981312,0.6615784230002841
ETH,2023-03-06,normal,0.0261079506232277,0.5462962962962978,0.31470170181706375
ETH,2023-03-07,normal,0.0275238050120802,0.2729248152976956,0.11620596746831631
ETH,2023-03-08,normal,0.0271847801468922,0.2581913499344716,0.12483682251124086
ETH,2023-03-09,normal,0.0275696049956927,0.3685235683677448,0.04320622721450492
ETH,2023-03-10,normal,0.0284067758942131,0.389451476793247,0.0920305094321854
ETH,2023-03-13,normal,0.0272648179118821,0.5640810328539941,0.6085508369942856
ETH,2023-03-14,normal,0.037238084898491,0.7145372233400424,0.9383574284835436
ETH,2023-03-15,normal,0.0319764762273473,0.4427365883062094,0.8041444987002893
ETH,2023-03-16,normal,0.0319952024834203,0.7453054747421285,0.6840366348419697
ETH,2023-03-17,normal,0.0319764762273473,0.9718712988551111,0.7417826689016835
ETH,2023-03-20,normal,0.0294093037525526,0.582144313086018,0.8717043364272579
ETH,2023-03-21,EXPANSION,0.0358381799646495,0.8733254531126858,0.770429414127746
ETH,2023-03-22,normal,0.0279951079763441,0.24392712550607268,0.915153180962852
ETH,2023-03-23,normal,0.0276011453220289,0.9077733860342545,0.7737065775842019
ETH,2023-03-24,normal,0.0294093037525526,0.2873900293255139,0.9112670581254985
ETH,2023-03-27,normal,0.027669475205892,0.5076757339078933,0.8296131104609531
ETH,2023-03-28,normal,0.0302085207067841,0.8313027179006558,0.709597561225116
ETH,2023-03-29,normal,0.0270667642716229,0.7277597402597401,0.8277922131063689
ETH,2023-03-30,normal,0.0267228802611875,0.603260009495171,0.8688749309491168
ETH,2023-03-31,normal,0.0276011453220289,0.37375249500998114,0.8583875568232459
ETH,2023-04-03,normal,0.0286837754739428,0.8207564407089358,0.7454907377315564
ETH,2023-04-04,normal,0.0276011453220289,0.8762115077904562,0.8104891127721804
ETH,2023-04-05,normal,0.027669475205892,0.8413132694938431,0.9170677241751042
ETH,2023-04-06,normal,0.0288183798947724,0.2497082847141193,0.8776798772874828
ETH,2023-04-07,normal,0.0286837754739428,0.1917375455650036,0.7252481993381352
ETH,2023-04-10,normal,0.0267228802611875,0.4204421891989831,0.6727272727272728
ETH,2023-04-11,normal,0.0276836036191668,0.5408356078102048,0.8723768736616703
ETH,2023-04-12,normal,0.0275238050120802,0.4503147482014381,0.7931866848355066
ETH,2023-04-13,normal,0.0296208799945483,0.8891765924391525,0.9003698656803585
ETH,2023-04-14,normal,0.0305570291777187,0.8946102021174183,0.9673761391634755
ETH,2023-04-17,normal,0.0304577219171306,0.1664564943253458,0.9480711155514182
ETH,2023-04-18,normal,0.0303344303604982,0.9027027027027051,0.821685983578425
ETH,2023-04-19,normal,0.0304725157018354,0.13283070596298902,0.8995696596879373
ETH,2023-04-20,normal,0.0281629860162584,0.3142274160638106,0.4513557039892284
ETH,2023-04-21,normal,0.0275488286128178,0.18576008098532132,0.4757768566676348
ETH,2023-04-24,normal,0.0281629860162584,0.44655090011151793,0.1766854180779313
ETH,2023-04-25,normal,0.028654772314961,0.44313981300282407,0.10681289861119367
ETH,2023-04-26,normal,0.0304990983087195,0.9098691649168124,0.18959632811580512
ETH,2023-04-27,normal,0.0285698919590782,0.2933145009416203,0.22721153306781847
ETH,2023-04-28,normal,0.0266703723146918,0.29941482444733325,0.3468895495596569
ETH,2023-05-01,normal,0.0276326831189738,0.30829658213891825,0.23865484938576295
ETH,2023-05-02,normal,0.0279612418429898,0.6198714780029635,0.1282605037302968
ETH,2023-05-03,normal,0.0276326831189738,0.24066029539530703,0.23862680204184647
ETH,2023-05-04,normal,0.0243891780874296,0.524658971668417,0.33690469512537136
ETH,2023-05-05,normal,0.0261079506232277,0.9250167373354183,0.2582318954395017
ETH,2023-05-08,normal,0.0294937752817813,0.34466501240694797,0.25117647058823556
ETH,2023-05-09,normal,0.0278468915289426,0.6065384615384608,0.19574468085106372
ETH,2023-05-10,normal,0.0276326831189738,0.658566221142161,0.2629059829059828
ETH,2023-05-11,normal,0.0281629860162584,0.3292307692307671,0.23863247863247827
ETH,2023-05-12,normal,0.0283484094105127,0.40103242458460875,0.08777200389736886
ETH,2023-05-15,normal,0.0269086826347304,0.7712213291511498,0.21222222222222234
ETH,2023-05-16,normal,0.0271847801468922,0.6562298256939934,0.27311827956989265
ETH,2023-05-17,normal,0.0271847801468922,0.04251012145749256,0.3018279569892474
ETH,2023-05-18,normal,0.0266703723146918,0.6182352941176465,0.2943369175627236
ETH,2023-05-19,normal,0.0266703723146918,0.565010570824525,0.21706093189964137
ETH,2023-05-22,normal,0.0243891780874296,0.7922585227272685,0.23265232974910424
