coin,date,dtype,U,on_pos,don20
XRP,2023-09-01,normal,0.0254347261873863,0.46666666666666523,0.409448818897638
XRP,2023-09-04,normal,0.0248271527341295,0.055555555555558,0.38689915174363826
XRP,2023-09-05,normal,0.0227342549923195,0.3108108108108082,0.44290123456790154
XRP,2023-09-06,normal,0.0243417784401391,0.21212121212120397,0.4819976771196287
XRP,2023-09-07,normal,0.026065624041705,0.2,0.2709163346613541
XRP,2023-09-08,normal,0.0264449291166849,0.3111111111111123,0.2590529247910863
XRP,2023-09-11,normal,0.0271270036991368,0.249999999999999,0.1661392405063293
XRP,2023-09-12,normal,0.0264449291166849,0.6319444444444471,0.1699779249448121
XRP,2023-09-13,normal,0.0264449291166849,0.5287356321839064,0.2362030905077261
XRP,2023-09-14,normal,0.0243417784401391,0.5303030303030312,0.2671081677704195
XRP,2023-09-15,normal,0.0230996068152031,0.2636815920398015,0.33333333333333354
XRP,2023-09-18,normal,0.0224867724867725,0.9870967741935498,0.3697571743929359
XRP,2023-09-19,normal,0.0215703192407247,0.6,0.5405405405405406
XRP,2023-09-20,normal,0.0249408729305525,0.4867724867724912,0.7879656160458448
XRP,2023-09-21,normal,0.0244808743169398,0.19911504424778573,0.9367469879518074
XRP,2023-09-22,normal,0.022189349112426,0.58490566037736,0.7243975903614459
XRP,2023-09-25,normal,0.0236514522821576,0.2710843373493944,0.6490963855421686
XRP,2023-09-26,normal,0.022189349112426,0.3368421052631575,0.7018072289156635
XRP,2023-09-27,normal,0.0220920947564545,0.9320388349514529,0.6460843373493979
XRP,2023-09-28,normal,0.0214007782101167,0.8024691358024771,0.6069277108433739
XRP,2023-09-29,normal,0.0263655710569873,0.8529411764705888,0.765060240963856
XRP,2023-10-02,normal,0.0226578411405295,0.370786516853933,0.6813602015113353
XRP,2023-10-03,normal,0.0216427640156453,0.38554216867469765,0.518806744487678
XRP,2023-10-04,normal,0.0248954391555468,0.6169665809768636,0.8503597122302163
XRP,2023-10-05,normal,0.0216570812365205,0.14598540145985367,0.7333333333333327
XRP,2023-10-06,normal,0.0216427640156453,0.2352941176470573,0.576190476190477
XRP,2023-10-09,normal,0.0222810702218975,0.3251533742331286,0.4501718213058412
XRP,2023-10-10,normal,0.0220332431387708,0.15555555555555775,0.24555735056542882
XRP,2023-10-11,normal,0.0222810702218975,0.3101604278074852,0.14539579967689834
XRP,2023-10-12,normal,0.0216311020169541,0.39735099337748375,0.14164305949008513
XRP,2023-10-13,normal,0.0219649747699614,0.1230769230769265,0.13202614379084962
XRP,2023-10-16,normal,0.0204630012401819,0.718749999999997,0.18954248366013085
XRP,2023-10-17,normal,0.0226503514709712,0.4380165289256175,0.32549019607843177
XRP,2023-10-18,normal,0.0216311020169541,0.6666666666666666,0.23921568627451026
XRP,2023-10-19,normal,0.0206185567010309,0.41732283464567177,0.19477124183006564
XRP,2023-10-20,normal,0.0240218232156671,0.45487364620938736,0.6240000000000003
XRP,2023-10-23,normal,0.0227243045579208,0.7675675675675687,0.6626666666666656
XRP,2023-10-24,normal,0.0305945737925726,0.7638888888888898,0.9244114002478315
XRP,2023-10-25,normal,0.0263655710569873,0.49999999999999756,0.7554969217238343
XRP,2023-10-26,normal,0.0250527426160337,0.35265700483092105,0.7238346525945473
XRP,2023-10-27,normal,0.0250527426160337,0.28985507246376996,0.7071240105540898
XRP,2023-10-30,normal,0.0259268861809696,0.7457627118644041,0.7317502198768693
XRP,2023-10-31,normal,0.033931806951079,0.7064846416382253,0.9243623570800348
XRP,2023-11-01,normal,0.0276953511374877,0.7869415807560136,0.8537735849056608
XRP,2023-11-02,normal,0.0292912994911256,0.6666666666666666,0.9113573407202221
XRP,2023-11-03,normal,0.0300558775552701,0.658682634730542,0.8606831882116548
XRP,2023-11-06,normal,0.0361688762521901,0.9059701492537316,0.9876410531972054
XRP,2023-11-07,normal,0.0364878373875375,0.5167597765363133,0.9311154598825829
XRP,2023-11-08,normal,0.0292912994911256,0.6716981132075495,0.814481409001957
XRP,2023-11-09,normal,0.0299003322259136,0.5056947608200462,0.7968749999999997
XRP,2023-11-10,normal,0.0390117035110533,0.4674329501915702,0.7024830699774264
XRP,2023-11-13,normal,0.0304256986158265,0.35648148148147896,0.6443221610805402
XRP,2023-11-14,normal,0.0286057211442286,0.19543973941368056,0.6331034482758622
XRP,2023-11-15,normal,0.0355094466936572,0.8012820512820454,0.4464367816091957
XRP,2023-11-16,normal,0.0358695652173912,0.1616766467065885,0.5314942528735633
XRP,2023-11-17,normal,0.0314101136110492,0.3484848484848506,0.3408114558472554
XRP,2023-11-20,normal,0.030996758508914,0.47727272727272996,0.3368926855312335
XRP,2023-11-21,normal,0.0278854334058038,0.6475409836065594,0.18845700824499367
XRP,2023-11-22,normal,0.0287725742271195,0.8755980861244045,0.03549295774647872
XRP,2023-11-23,normal,0.0274419236516777,0.3837209302325612,0.21633802816901404
XRP,2023-11-24,normal,0.0265377494342728,0.20930232558139686,0.27267605633802816
XRP,2023-11-27,normal,0.0272642638648756,0.20588235294117582,0.24338028169014095
XRP,2023-11-28,normal,0.0238044633368757,0.8956521739130449,0.17690140845070415
XRP,2023-11-29,normal,0.0226503514709712,0.25,0.2152112676056339
XRP,2023-11-30,normal,0.0228814686710123,0.5811965811965815,0.20619718309859136
XRP,2023-12-01,normal,0.0208101828467521,0.500000000000005,0.19042253521126729
XRP,2023-12-04,normal,0.0243739565943239,0.6639741518578349,0.5045045045045046
XRP,2023-12-05,normal,0.0244808743169398,0.16450216450216554,0.6459627329192551
XRP,2023-12-06,normal,0.0225878416062465,0.4630225080385856,0.6024844720496891
XRP,2023-12-07,normal,0.0250563063063062,0.4382352941176474,0.9453781512605041
XRP,2023-12-08,normal,0.0246842709529277,0.777777777777776,0.8632478632478634
XRP,2023-12-11,normal,0.0263655710569873,0.3720930232558143,0.6996078431372548
XRP,2023-12-12,normal,0.0210557532621589,0.60377358490566,0.3368678629690051
XRP,2023-12-13,normal,0.0226503514709712,0.45993031358885067,0.3152542372881357
XRP,2023-12-14,normal,0.0235341854331507,0.7445255474452581,0.38559322033898297
XRP,2023-12-15,normal,0.0235341854331507,0.04736842105263216,0.4203389830508482
XRP,2023-12-18,normal,0.0240151106314085,0.27222222222222286,0.2398305084745762
XRP,2023-12-19,normal,0.0210557532621589,0.06666666666666948,0.2839607201309335
XRP,2023-12-20,normal,0.0230204081632653,0.8592592592592591,0.22013093289689067
XRP,2023-12-21,normal,0.0220949263502455,0.7596153846153889,0.3216039279869068
XRP,2023-12-22,normal,0.0223251198941623,0.058823529411765135,0.3788870703764322
XRP,2023-12-25,normal,0.0223251198941623,0.8226600985221655,0.28068739770867435
XRP,2023-12-26,normal,0.0226503514709712,0.489164086687306,0.5597381342062195
XRP,2023-12-27,normal,0.0219649747699614,0.7978723404255357,0.36088379705401014
XRP,2023-12-28,normal,0.0234979179060083,0.08208955223880542,0.4599018003273326
XRP,2023-12-29,normal,0.0226724553786782,0.6582278481012667,0.4648117839607208
XRP,2024-01-01,normal,0.0224009190120619,0.8692307692307752,0.4689826302729535
XRP,2024-01-02,normal,0.0228814686710123,0.2132352941176489,0.6401985111662528
XRP,2024-01-03,normal,0.033498397902709,0.4469153515064565,0.5806451612903233
XRP,2024-01-04,normal,0.0238044633368757,0.6405228758169891,0.5195707070707074
XRP,2024-01-05,normal,0.0241589816859333,0.5014084507042237,0.547979797979798
XRP,2024-01-08,normal,0.0249057840406357,0.5857519788918215,0.3251262626262626
XRP,2024-01-09,normal,0.0241324921135646,0.18909090909090867,0.48989898989898994
XRP,2024-01-10,normal,0.0241324921135646,0.19491525423728587,0.42234848484848464
XRP,2024-01-11,normal,0.0289586665544237,0.9792899408284046,0.6363636363636365
XRP,2024-01-12,normal,0.0274419236516777,0.6064516129032251,0.6433080808080808
XRP,2024-01-15,normal,0.0274419236516777,0.2709677419354886,0.48169191919191945
XRP,2024-01-16,normal,0.0259268861809696,0.688311688311681,0.4779040404040404
XRP,2024-01-17,normal,0.0259268861809696,0.3243243243243186,0.4779040404040404
XRP,2024-01-18,normal,0.0234979179060083,0.11504424778760801,0.48754448398576533
XRP,2024-01-19,normal,0.0226503514709712,0.67032967032967,0.3701067615658367
XRP,2024-01-22,normal,0.0248697916666666,0.19665271966526954,0.33024911032028476
XRP,2024-01-23,normal,0.0266097240473061,0.1498371335504899,0.19727403156384488
XRP,2024-01-24,normal,0.0252179327521793,0.5952380952380983,0.17292644757433492
XRP,2024-01-25,normal,0.0227342549923195,0.11904761904761527,0.17136150234741804
XRP,2024-01-26,normal,0.0227342549923195,0.7945205479452061,0.13771517996870153
XRP,2024-01-29,normal,0.0227342549923195,0.45238095238095744,0.21830985915492981
XRP,2024-01-30,normal,0.0226724553786782,0.09345794392523335,0.3051643192488265
XRP,2024-01-31,normal,0.0227342549923195,0.44615384615384784,0.11345852895148721
XRP,2024-02-01,normal,0.0252179327521793,0.3239436619718307,0.1522842639593905
XRP,2024-02-02,normal,0.0234260614934112,0.18367346938775694,0.18999073215940712
XRP,2024-02-05,normal,0.0230204081632653,0.897196261682234,0.18961864406779633
XRP,2024-02-06,normal,0.0220949263502455,0.27619047619047576,0.23736263736263738
XRP,2024-02-07,normal,0.0206185567010309,0.4352941176470562,0.23536439665471934
XRP,2024-02-08,normal,0.0226503514709712,0.26506024096385383,0.40772532188841226
XRP,2024-02-09,normal,0.0216427640156453,0.7969924812030128,0.42060085836909916
XRP,2024-02-12,normal,0.0241324921135646,0.3263888888888922,0.745886654478976
XRP,2024-02-13,normal,0.0246842709529277,0.22666666666666943,0.8446069469835455
XRP,2024-02-14,normal,0.0224009190120619,0.7380952380952328,0.7202925045703844
XRP,2024-02-15,normal,0.0244808743169398,0.5909090909090909,0.9292035398230087
XRP,2024-02-16,normal,0.0263655710569873,0.7183098591549344,0.8395196506550224
XRP,2024-02-19,normal,0.0249027237354085,0.3333333333333333,0.765458422174841
XRP,2024-02-20,normal,0.0261461318051576,0.7819148936170163,0.8240938166311303
XRP,2024-02-21,normal,0.0270960533141785,0.2894736842105268,0.8103254769921445
XRP,2024-02-22,normal,0.0241324921135646,0.4705882352941209,0.6350364963503657
XRP,2024-02-23,normal,0.0228814686710123,0.3333333333333333,0.5364963503649642
XRP,2024-02-26,normal,0.0226503514709712,0.22435897435897176,0.5481481481481484
XRP,2024-02-27,normal,0.0246842709529277,0.534883720930232,0.6428571428571429
XRP,2024-02-28,normal,0.0261461318051576,0.517857142857141,0.8685714285714279
XRP,2024-02-29,normal,0.0358695652173912,0.6893203883495166,0.6637649619151247
XRP,2024-03-01,normal,0.0276953511374877,0.5514705882352964,0.6491071428571428
XRP,2024-03-04,normal,0.0364878373875375,0.7509803921568621,0.831006612784717
XRP,2024-03-05,normal,0.0365222131370944,0.6170212765957438,0.8743994509265616
XRP,2024-03-06,normal,0.0400547757617254,0.5246913580246909,0.46094839609483923
XRP,2024-03-07,normal,0.0345707360632733,0.5809128630705378,0.6066945606694559
XRP,2024-03-08,normal,0.0304256986158265,0.6392405063291123,0.7105997210599722
XRP,2024-03-11,normal,0.0377198917456021,0.8450106157112534,0.5781032078103208
XRP,2024-03-12,EXPANSION,0.0502769492969748,0.36166924265842326,0.9040657834627683
XRP,2024-03-13,normal,0.0430489122049067,0.32692307692307765,0.7441754225673821
XRP,2024-03-14,normal,0.0415090086463682,0.36931818181818205,0.7492005481955233
XRP,2024-03-15,normal,0.044707216327853,0.3266583229036298,0.6514869888475837
XRP,2024-03-18,normal,0.035216872264226,0.3625954198473307,0.4163551401869158
XRP,2024-03-19,normal,0.0430489122049067,0.1981519507186858,0.5387850467289719
XRP,2024-03-20,normal,0.0321079996351364,0.8501529051987795,0.22346640701071102
XRP,2024-03-21,normal,0.0345707360632733,0.7582417582417573,0.351022395326193
XRP,2024-03-22,normal,0.0364043115720967,0.06369426751592366,0.49561830574488797
XRP,2024-03-25,normal,0.0345707360632733,0.05504587155963705,0.4571567672833494
XRP,2024-03-26,normal,0.0313814866760168,0.4189189189189168,0.41216600341102855
XRP,2024-03-27,normal,0.0304256986158265,0.45258620689654977,0.3615690733371234
XRP,2024-03-28,normal,0.0288576198425948,0.8450704225352081,0.2484366117111994
XRP,2024-03-29,normal,0.0272642638648756,0.8884120171673799,0.3200682205798745
XRP,2024-04-01,normal,0.0274419236516777,0.2638036809815961,0.3700787401574801
XRP,2024-04-02,normal,0.0272642638648756,0.21932114882506432,0.3073065902578793
XRP,2024-04-03,normal,0.0238044633368757,0.6100386100386089,0.12392550143266468
XRP,2024-04-04,normal,0.0230204081632653,0.7514792899408234,0.07208029197080314
XRP,2024-04-05,normal,0.0248697916666666,0.022624434389142793,0.29350893697083746
XRP,2024-04-08,normal,0.0234979179060083,0.8151260504201701,0.31908548707753487
XRP,2024-04-09,normal,0.0253106725146199,0.9274193548387089,0.5208747514910536
XRP,2024-04-10,normal,0.0274419236516777,0.4892703862660932,0.5149105367793235
XRP,2024-04-11,normal,0.0245307167235495,0.11510791366906079,0.5457256461232598
XRP,2024-04-12,normal,0.0245307167235495,0.18085106382977983,0.4602385685884692
XRP,2024-04-15,normal,0.033877943296492,0.7603833865814681,0.3608027327070878
XRP,2024-04-16,normal,0.035028040820079,0.5917602996254695,0.3480370533745037
XRP,2024-04-17,normal,0.0313256902954948,0.01435406698564437,0.3427437141596824
XRP,2024-04-18,normal,0.0330788804071246,0.7101449275362324,0.3365681517423908
XRP,2024-04-19,normal,0.0353269290362564,0.9385026737967923,0.37316094516272824
XRP,2024-04-22,normal,0.0313256902954948,0.6089385474860337,0.47168970129291105
XRP,2024-04-23,normal,0.0330788804071246,0.11557788944723445,0.6116807846633975
XRP,2024-04-24,normal,0.0304256986158265,0.3303571428571465,0.560410164957646
XRP,2024-04-25,normal,0.0316274634456453,0.19999999999999865,0.48461881408827445
XRP,2024-04-26,normal,0.0313256902954948,0.30000000000000177,0.47525635309852865
XRP,2024-04-29,normal,0.0270906949352178,0.35820895522388146,0.40793580026749876
XRP,2024-04-30,normal,0.0243417784401391,0.07755102040816145,0.4753208292201383
XRP,2024-05-01,normal,0.0271833429728166,0.6060606060606037,0.4037512339585393
XRP,2024-05-02,normal,0.0258202290817317,0.8120300751879653,0.5007610350076102
XRP,2024-05-03,normal,0.0244808743169398,0.155737704918034,0.6496398166339228
XRP,2024-05-06,normal,0.0252895752895752,0.34536082474227053,0.6009523809523805
XRP,2024-05-07,normal,0.0258728962572217,0.21854304635761385,0.7019047619047619
XRP,2024-05-08,normal,0.0241589816859333,0.15172413793104003,0.5523809523809519
XRP,2024-05-09,normal,0.0234509056244041,0.3103448275862095,0.4819047619047618
XRP,2024-05-10,normal,0.0234979179060083,0.38709677419354993,0.4576634512325833
XRP,2024-05-13,normal,0.0248697916666666,0.8196721311475429,0.22909880564603696
XRP,2024-05-14,normal,0.0216311020169541,0.7661290322580648,0.29424538545059664
XRP,2024-05-15,normal,0.0220949263502455,0.5942028985507254,0.23887079261672053
XRP,2024-05-16,normal,0.0234979179060083,0.4666666666666706,0.44082519001085796
XRP,2024-05-17,normal,0.0222810702218975,0.7319587628865942,0.4071661237785019
XRP,2024-05-20,normal,0.0215703192407247,0.5084745762711855,0.34093376764386574
XRP,2024-05-21,normal,0.0224009190120619,0.7278911564625836,0.6460369163952219
XRP,2024-05-22,normal,0.0234509056244041,0.42424242424243275,0.6021505376344088
XRP,2024-05-23,normal,0.0228814686710123,0.7857142857142848,0.480286738351255
XRP,2024-05-24,normal,0.0228814686710123,0.6065573770491808,0.505376344086022
XRP,2024-05-27,normal,0.0221554637626737,0.4356435643564427,0.5914893617021273
XRP,2024-05-28,normal,0.0221554637626737,0.6064516129032251,0.6723404255319151
XRP,2024-05-29,normal,0.0220920947564545,0.6386554621848771,0.597163120567375
XRP,2024-05-30,normal,0.0216427640156453,0.4935897435897407,0.5276595744680855
XRP,2024-05-31,normal,0.0210557532621589,0.7333333333333314,0.45390070921985737
XRP,2024-06-03,normal,0.0219649747699614,0.6228070175438611,0.27814569536423783
XRP,2024-06-04,normal,0.0199395770392749,0.6000000000000119,0.3841059602649011
XRP,2024-06-05,normal,0.0199395770392749,0.5581395348837278,0.42279411764705715
XRP,2024-06-06,normal,0.0196467991169978,0.7796610169491586,0.4246323529411766
XRP,2024-06-07,normal,0.0205191978859008,0.9146341463414591,0.3455882352941163
XRP,2024-06-10,normal,0.0202296336796063,0.4625000000000004,0.44967074317968
XRP,2024-06-11,normal,0.0206185567010309,0.2670454545454566,0.47040816326530654
XRP,2024-06-12,normal,0.0246142073715086,0.678899082568806,0.30000000000000043
XRP,2024-06-13,normal,0.0216014897579144,0.19148936170212502,0.44444444444444453
XRP,2024-06-14,QUIET,0.0200649159043964,0.5522388059701477,0.28431372549019623
XRP,2024-06-17,normal,0.0240151106314085,0.73658536585366,0.45218417945690675
XRP,2024-06-18,normal,0.0271819919303461,0.6481927710843385,0.6525423728813566
XRP,2024-06-19,normal,0.0232902033271718,0.518518518518519,0.49144254278728633
XRP,2024-06-20,normal,0.0234979179060083,0.880733944954131,0.5195599022004895
XRP,2024-06-21,normal,0.0240151106314085,0.8347826086956512,0.4645476772616142
XRP,2024-06-24,normal,0.022189349112426,0.6777777777777786,0.35330073349633306
XRP,2024-06-25,normal,0.0206185567010309,0.6133333333333318,0.2836185819070905
XRP,2024-06-26,QUIET,0.0184215629241806,0.5599999999999971,0.3221216041397157
XRP,2024-06-27,normal,0.0219649747699614,0.7580645161290314,0.24611398963730577
XRP,2024-06-28,normal,0.0203417412530512,0.8714285714285778,0.24836601307189538
XRP,2024-07-01,normal,0.0203417412530512,0.46666666666666773,0.2614379084967324
XRP,2024-07-02,normal,0.0203417412530512,0.8148148148148148,0.27614379084967283
XRP,2024-07-03,normal,0.0229136010090393,0.5,0.4117647058823531
XRP,2024-07-04,normal,0.0227342549923195,0.3198380566801627,0.1160130718954248
XRP,2024-07-05,normal,0.0283136278780335,0.5346687211093991,0.017777777777777677
XRP,2024-07-08,normal,0.0296540362438221,0.9556135770234992,0.29222309505106037
XRP,2024-07-09,normal,0.0252240983948301,0.5624999999999973,0.41083333333333344
XRP,2024-07-10,normal,0.0234260614934112,0.7889908256880767,0.4441666666666668
XRP,2024-07-11,normal,0.0245723172628305,0.8095238095238104,0.4973591549295778
XRP,2024-07-12,normal,0.0276165347405451,0.8029850746268656,0.621973929236499
XRP,2024-07-15,normal,0.0363557671499676,0.8142857142857137,0.7519042437431988
XRP,2024-07-16,normal,0.0365029292474087,0.3929471032745583,0.8427638737758432
XRP,2024-07-17,EXPANSION,0.0449318568994889,0.8027888446215137,0.9283694627709709
XRP,2024-07-18,EXPANSION,0.0473409801876955,0.17066290550070504,0.9538160469667318
XRP,2024-07-19,normal,0.0400547757617254,0.40425531914893637,0.7334637964774949
XRP,2024-07-22,EXPANSION,0.044707216327853,0.870748299319727,0.8457925636007828
XRP,2024-07-23,EXPANSION,0.0406401726308219,0.15918367346938858,0.8833659491193736
XRP,2024-07-24,EXPANSION,0.0406401726308219,0.8956310679611631,0.8422700587084149
XRP,2024-07-25,EXPANSION,0.0412079270210756,0.594982078853048,0.9221135029354206
XRP,2024-07-26,normal,0.0390117035110533,0.5681818181818203,0.8371696504688831
XRP,2024-07-29,normal,0.0281858354233847,0.6978417266186989,0.8263757115749523
XRP,2024-07-30,normal,0.0364070223282766,0.8004694835680735,0.826402321083172
XRP,2024-07-31,normal,0.0364070223282766,0.7323529411764701,0.949404761904762
XRP,2024-08-01,normal,0.0361688762521901,0.35233160621761545,0.8337225595516116
XRP,2024-08-02,normal,0.0289586665544237,0.3934426229508209,0.6636019469983778
XRP,2024-08-05,normal,0.0392677886034838,0.17053481331987913,0.06344827586206962
XRP,2024-08-06,normal,0.0355064027939464,0.5080385852090006,0.25143361270401415
XRP,2024-08-07,normal,0.0326170376055256,0.71794871794872,0.3277459197176885
XRP,2024-08-08,normal,0.0430489122049067,0.6427320490367764,0.7423908248786942
XRP,2024-08-09,normal,0.0422176198821092,0.09468822170900675,0.814733127481253
XRP,2024-08-12,normal,0.0373325733827301,0.9008746355685111,0.5333039258932509
XRP,2024-08-13,normal,0.0370081199250467,0.7650602409638554,0.6021173356859287
XRP,2024-08-14,normal,0.0365029292474087,0.692307692307696,0.6400529333921481
XRP,2024-08-15,normal,0.0345707360632733,0.6101694915254207,0.6034406704896339
XRP,2024-08-16,normal,0.0345707360632733,0.6494252873563238,0.5681517423908249
XRP,2024-08-19,normal,0.0345707360632733,0.8419243986254318,0.5787384208204679
XRP,2024-08-20,normal,0.0358695652173912,0.680412371134021,0.7348919276576976
XRP,2024-08-21,normal,0.0318890814558058,0.4141414141414172,0.7650118203309694
XRP,2024-08-22,normal,0.0263655710569873,0.8253968253968262,0.7943262411347518
XRP,2024-08-23,normal,0.0249027237354085,0.1603773584905597,0.7834515366430262
XRP,2024-08-26,normal,0.0249027237354085,0.3257575757575738,0.7212588310854207
XRP,2024-08-27,normal,0.0244808743169398,0.3025210084033648,0.6296296296296299
XRP,2024-08-28,normal,0.0226724553786782,0.9029126213592233,0.2201646090534978
XRP,2024-08-29,normal,0.0226724553786782,0.7807017543859689,0.28088578088578103
XRP,2024-08-30,normal,0.0206185567010309,0.7386363636363554,0.19463869463869393
XRP,2024-09-02,normal,0.0223437128595198,0.7891156462585046,0.04337899543379024
XRP,2024-09-03,normal,0.0219649747699614,0.69333333333334,0.27739726027397243
XRP,2024-09-04,normal,0.0224867724867725,0.5327380952380949,0.15753424657534285
XRP,2024-09-05,normal,0.0226724553786782,0.1338582677165377,0.2571138211382112
XRP,2024-09-06,normal,0.0230996068152031,0.41333333333333183,0.11991869918699215
XRP,2024-09-09,normal,0.0226146614153219,0.65909090909091,0.20950155763239822
XRP,2024-09-10,normal,0.0206185567010309,0.6125000000000014,0.287383177570093
XRP,2024-09-11,normal,0.0206185567010309,0.2966101694915296,0.2975077881619931
XRP,2024-09-12,normal,0.0420910851081741,0.4482758620689651,0.2507788161993771
XRP,2024-09-13,normal,0.0234260614934112,0.39999999999999875,0.46728971962616794
XRP,2024-09-16,normal,0.0249027237354085,0.5759162303664925,0.6960081883316276
XRP,2024-09-17,normal,0.0259268861809696,0.47863247863248104,0.8695652173913048
XRP,2024-09-18,normal,0.025314150427973,0.18857142857142728,0.8416149068322982
XRP,2024-09-19,normal,0.025314150427973,0.6216216216216233,0.8550724637681169
XRP,2024-09-20,normal,0.0249027237354085,0.4937500000000007,0.8716356107660458
XRP,2024-09-23,normal,0.0244808743169398,0.4890109890109902,0.7667876588021773
XRP,2024-09-24,normal,0.0236514522821576,0.6947368421052602,0.7450090744101632
XRP,2024-09-25,normal,0.0244808743169398,0.509433962264155,0.8030852994555349
XRP,2024-09-26,normal,0.0224382946896036,0.9132947976878644,0.7304900181488198
XRP,2024-09-27,normal,0.0236514522821576,0.43925233644859407,0.7604726100966703
XRP,2024-09-30,normal,0.0249027237354085,0.15878378378378466,0.832863187588152
XRP,2024-10-01,normal,0.0215703192407247,0.7834645669291357,0.6227080394922427
XRP,2024-10-02,normal,0.0232902033271718,0.24100719424460532,0.48136882129277564
XRP,2024-10-03,normal,0.0259067357512953,0.2542372881355921,0.08393632416787299
XRP,2024-10-04,normal,0.0258078507915853,0.7549999999999994,0.09424414927261242
XRP,2024-10-07,normal,0.0208101828467521,0.5069444444444436,0.1695129664769129
XRP,2024-10-08,normal,0.0216311020169541,0.45138888888888645,0.13788741302972757
XRP,2024-10-09,normal,0.0204630012401819,0.6491228070175391,0.15306767868437696
XRP,2024-10-10,normal,0.0234163914740319,0.9861111111111126,0.11195445920303565
XRP,2024-10-11,normal,0.0204241948153967,0.5971223021582706,0.14990512333965808
XRP,2024-10-14,normal,0.0192066805845511,0.7681159420289795,0.16002530044275767
XRP,2024-10-15,normal,0.0226503514709712,0.08920187793427296,0.26249209361163806
XRP,2024-10-16,normal,0.0204241948153967,0.7951807228915748,0.22074636306135312
XRP,2024-10-17,normal,0.0230996068152031,0.3285714285714291,0.2618595825426944
XRP,2024-10-18,normal,0.0220949263502455,0.48888888888889015,0.2359266287160025
XRP,2024-10-21,normal,0.0219649747699614,0.5748502994011963,0.3249607535321822
XRP,2024-10-22,normal,0.0216427640156453,0.18421052631578763,0.380619380619381
XRP,2024-10-23,normal,0.0206185567010309,0.29285714285714437,0.4531772575250841
XRP,2024-10-24,normal,0.0219649747699614,0.4509803921568681,0.27915194346289823
XRP,2024-10-25,normal,0.01985559566787,0.4736842105263145,0.36976320582877964
XRP,2024-10-28,normal,0.0203417412530512,0.8282828282828363,0.38213399503722145
XRP,2024-10-29,normal,0.0203417412530512,0.7373737373737443,0.4156327543424314
XRP,2024-10-30,normal,0.0216014897579144,0.035714285714294684,0.5260545905707195
XRP,2024-10-31,normal,0.020123839009288,0.3578947368420985,0.45781637717121637
XRP,2024-11-01,normal,0.0216311020169541,0.7488584474885871,0.2915632754342427
XRP,2024-11-04,normal,0.0216311020169541,0.7323943661971832,0.21091811414392078
XRP,2024-11-05,normal,0.0200649159043964,0.33908045977011647,0.21712158808932952
XRP,2024-11-06,normal,0.0220949263502455,0.6600660066006608,0.3473945409429283
XRP,2024-11-07,normal,0.0292226767971946,0.29656862745097995,0.7459893048128339
XRP,2024-11-08,normal,0.0259268861809696,0.4642857142857103,0.7524324324324322
XRP,2024-11-11,normal,0.0263655710569873,0.4475524475524455,0.7716654107008291
XRP,2024-11-12,normal,0.0370258425268247,0.44857982370225236,0.9163265306122451
XRP,2024-11-13,EXPANSION,0.0497929606625258,0.3306852035749751,0.8589440504334119
XRP,2024-11-14,EXPANSION,0.0438709677419355,0.7664399092970523,0.7778625954198473
XRP,2024-11-15,EXPANSION,0.0502769492969748,0.9362244897959179,0.792744656917885
XRP,2024-11-18,EXPANSION,0.0496683384565603,0.5733333333333327,0.723043310628454
XRP,2024-11-19,normal,0.0473883555007487,0.41114457831325446,0.7993831127104484
XRP,2024-11-20,normal,0.044707216327853,0.6750524109014682,0.7821616758771366
XRP,2024-11-21,normal,0.044707216327853,0.6886674968866762,0.7870453669194192
XRP,2024-11-22,EXPANSION,0.0674572317262831,0.9265873015873016,0.9706978537463052
XRP,2024-11-25,EXPANSION,0.0666321422406353,0.6093326098752041,0.825458735927666
XRP,2024-11-26,EXPANSION,0.0560342155829666,0.24957264957264866,0.8066308243727598
XRP,2024-11-27,normal,0.0473883555007487,0.641294838145232,0.7879703378192806
XRP,2024-11-28,normal,0.0462778265379397,0.5053571428571423,0.8526683200146966
XRP,2024-11-29,normal,0.0486318473117153,0.8525714285714283,0.9190905743740797
XRP,2024-12-02,EXPANSION,0.0620903759917213,0.5799773114010216,0.9678872918092629
XRP,2024-12-03,EXPANSION,0.0800855975617663,0.5270676691729321,0.9337902611656139
XRP,2024-12-04,normal,0.0564276622825624,0.3949999999999993,0.8208352043107321
XRP,2024-12-05,EXPANSION,0.0660655134339343,0.6392622694592055,0.7420048625397421
XRP,2024-12-06,EXPANSION,0.0617133867276886,0.2535832414553487,0.6728364674608646
XRP,2024-12-09,EXPANSION,0.0598461163218695,0.1850125493008249,0.8338908070781185
XRP,2024-12-10,normal,0.0539859601884795,0.37840100460443793,0.6240828657747088
XRP,2024-12-11,normal,0.0547448334036271,0.8192026951151036,0.7061360410525166
XRP,2024-12-12,normal,0.0502656275154119,0.6868460388639755,0.6901094934424257
XRP,2024-12-13,normal,0.0462778265379397,0.7862728062554304,0.650180793037936
XRP,2024-12-16,normal,0.0455884236137789,0.1660701503221197,0.7156651700596592
XRP,2024-12-17,normal,0.0598372845770273,0.9506944444444452,0.7269398766700927
XRP,2024-12-18,normal,0.0466601498859564,0.5864297253634909,0.7689864864864865
XRP,2024-12-19,normal,0.049307218611016,0.8008523827973651,0.5678620391081607
XRP,2024-12-20,normal,0.0547448334036271,0.4940491263611036,0.41503011259492006
