coin,date,sc,kind,trig_name,trig,tgt,inv,tag
BTC,2023-11-27,1,LONG,RND,37000.0,37150.0,36880.137083,lean
BTC,2023-11-27,2,SHORT,ONL,36900.0,36412.249723,37019.862917,ctx
BTC,2023-11-28,1,LONG,PDC,37242.7,37250.0,37124.798258,lean
BTC,2023-11-28,2,SHORT,ONL,36868.41,36707.0,36986.311742,ctx
BTC,2023-11-29,1,SHORT,PDC,37818.87,37670.97,37942.978312,lean
BTC,2023-11-29,2,LONG,RND,38250.0,38377.0,38125.891688,ctx
BTC,2023-11-30,1,LONG,RND,38000.0,38145.85,37885.859896,lean
BTC,2023-11-30,2,SHORT,PDC,37854.64,37570.0,37968.780104,ctx
BTC,2023-12-01,1,SHORT,RND,38250.0,38145.85,38349.157928,ctx
BTC,2023-12-04,1,SHORT,RND,41750.0,41217.549574,41874.705806,lean
BTC,2023-12-04,2,LONG,ONH,42154.83,42381.470426,42030.124194,ctx
BTC,2023-12-05,1,LONG,PDC,41991.1,42000.0,41862.107303,lean
BTC,2023-12-05,2,SHORT,RND,41750.0,41414.0,41878.992697,ctx
BTC,2023-12-06,1,SHORT,RND,44000.0,43399.204293,44135.38908,lean
BTC,2023-12-06,2,LONG,PDC,44073.32,44297.21,43937.93092,ctx
BTC,2023-12-07,1,LONG,RND,43500.0,43762.69,43370.376539,lean
BTC,2023-12-07,2,SHORT,PDL,43335.28,42821.1,43464.903461,ctx
BTC,2023-12-08,1,SHORT,PDC,43273.14,43134.932298,43403.618079,lean
BTC,2023-12-08,2,LONG,RND,43750.0,43799.99,43619.521921,ctx
BTC,2023-12-11,1,LONG,RND,42250.0,42855.118822,42111.867395,ctx
BTC,2023-12-12,1,SHORT,RND,41750.0,41253.4,41877.946478,lean
BTC,2023-12-12,2,LONG,ONH,42104.12,42447.073562,41976.173522,ctx
BTC,2023-12-13,1,SHORT,PDL,40680.0,40613.481006,40807.66907,lean
BTC,2023-12-13,2,LONG,RND,41250.0,41492.39,41122.33093,ctx
BTC,2023-12-14,1,SHORT,RND,43000.0,42869.03,43148.917437,lean
BTC,2023-12-14,2,LONG,ONH,43367.83,43475.2,43218.912563,ctx
BTC,2023-12-15,1,LONG,PDC,43022.26,43179.7,42872.878498,lean
BTC,2023-12-15,2,SHORT,RND,42500.0,42479.14,42649.381502,ctx
BTC,2023-12-18,1,SHORT,ONL,40542.93,40236.143938,40686.316299,lean
BTC,2023-12-18,2,LONG,RND,41000.0,41252.0,40856.613701,ctx
BTC,2023-12-19,1,SHORT,PDH,42757.81,42657.8,42890.112192,lean
BTC,2023-12-19,2,LONG,RND,43000.0,43497.0,42867.697808,ctx
BTC,2023-12-20,1,SHORT,PDC,42275.99,42206.0,42454.297449,lean
BTC,2023-12-20,2,LONG,RND,43000.0,43041.0,42821.692551,ctx
BTC,2023-12-21,1,LONG,ONH,44207.0,44283.0,44067.22311,lean
BTC,2023-12-21,2,SHORT,RND,44000.0,43668.93,44139.77689,ctx
BTC,2023-12-22,1,SHORT,RND,43500.0,43463.0,43633.022241,lean
BTC,2023-12-22,2,LONG,PDC,43861.8,44188.680458,43728.777759,ctx
BTC,2023-12-25,1,LONG,ONH,43699.0,43750.0,43572.534504,ctx
BTC,2023-12-26,1,SHORT,RND,42750.0,42720.43,42864.726616,lean
BTC,2023-12-27,1,SHORT,PDC,42508.93,42333.188289,42633.295367,lean
BTC,2023-12-27,2,LONG,RND,43000.0,43220.0,42875.634633,ctx
BTC,2023-12-28,1,SHORT,RND,42750.0,42736.0,42861.274646,lean
BTC,2023-12-29,1,LONG,ONH,42934.0,43320.341792,42827.953902,lean
BTC,2023-12-29,2,SHORT,RND,42750.0,42563.76,42856.046098,ctx
BTC,2024-01-01,1,LONG,RND,42750.0,42780.0,42633.88071,lean
BTC,2024-01-01,2,SHORT,PDC,42283.58,42106.489979,42399.69929,ctx
BTC,2024-01-02,1,LONG,ONH,45879.63,45952.350543,45740.267027,lean
BTC,2024-01-02,2,SHORT,RND,45250.0,44651.629457,45389.362973,ctx
BTC,2024-01-03,1,SHORT,RND,42750.0,41989.536973,42921.394934,ctx
BTC,2024-01-04,1,LONG,ONH,43423.95,43500.0,43298.451877,lean
BTC,2024-01-04,2,SHORT,PDC,42845.23,42792.462094,42970.728123,ctx
BTC,2024-01-05,1,LONG,RND,44000.0,44151.1,43860.227868,lean
BTC,2024-01-08,1,SHORT,RND,45000.0,44480.59,45147.323197,lean
BTC,2024-01-08,2,LONG,ONH,45200.0,45798.598252,45052.676803,ctx
BTC,2024-01-09,1,SHORT,ONL,45450.0,45303.315332,45634.936,lean
BTC,2024-01-09,2,LONG,RND,46250.0,46951.04,46065.064,ctx
BTC,2024-01-10,1,SHORT,ONL,44363.93,43905.294879,44527.908954,lean
BTC,2024-01-10,2,LONG,PDL,44748.67,44750.0,44584.691046,ctx
BTC,2024-01-11,1,SHORT,PDC,46653.99,46562.232948,46844.146511,lean
BTC,2024-01-11,2,LONG,RND,47500.0,47695.93,47309.843489,ctx
BTC,2024-01-12,1,SHORT,RND,45750.0,45606.06,45946.689667,lean
BTC,2024-01-12,2,LONG,PDC,46339.16,46515.53,46142.470333,ctx
BTC,2024-01-15,1,LONG,RND,42750.0,42824.68,42562.889792,ctx
BTC,2024-01-16,1,SHORT,PDC,42511.1,42466.88,42709.351836,lean
BTC,2024-01-16,2,LONG,ONH,43166.0,43250.0,42967.748164,ctx
BTC,2024-01-17,1,LONG,PDC,43137.95,43286.0,42937.200933,lean
BTC,2024-01-17,2,SHORT,RND,42750.0,42411.0,42950.749067,ctx
BTC,2024-01-18,1,LONG,RND,42500.0,42776.1,42324.023577,lean
BTC,2024-01-18,2,SHORT,ONL,42353.8,42200.69,42529.776423,ctx
BTC,2024-01-19,1,SHORT,PDC,41327.5,41250.0,41505.563136,lean
BTC,2024-01-19,2,LONG,ONH,41576.0,42168.271303,41397.936864,ctx
BTC,2024-01-22,1,SHORT,ONL,40364.63,40064.163968,40540.517007,lean
BTC,2024-01-22,2,LONG,RND,41000.0,41500.98,40824.112993,ctx
BTC,2024-01-23,1,SHORT,RND,39000.0,38657.0,39167.374829,lean
BTC,2024-01-23,2,LONG,PDL,39431.58,39568.02,39264.205171,ctx
BTC,2024-01-24,1,SHORT,RND,40000.0,39897.6,40164.861498,lean
BTC,2024-01-24,2,LONG,PDH,40176.74,40555.0,40011.878502,ctx
BTC,2024-01-25,1,SHORT,ONL,39792.01,39750.0,39938.083284,lean
BTC,2024-01-25,2,LONG,PDC,40084.88,40300.24,39938.806716,ctx
BTC,2024-01-26,1,LONG,RND,41250.0,41500.0,41102.633311,ctx
BTC,2024-01-29,1,LONG,ONH,42504.0,42709.934387,42373.869774,lean
BTC,2024-01-29,2,SHORT,PDC,42031.06,42000.0,42161.190226,ctx
BTC,2024-01-30,1,SHORT,PDH,43333.0,43302.7,43469.630717,lean
BTC,2024-01-30,2,LONG,RND,43500.0,43882.36,43363.369283,ctx
BTC,2024-01-31,1,LONG,PDL,42683.99,42941.1,42557.310425,lean
BTC,2024-01-31,2,SHORT,RND,42500.0,42355.0,42626.679575,ctx
BTC,2024-02-01,1,LONG,RND,42250.0,42276.84,42125.278763,lean
BTC,2024-02-01,2,SHORT,ONL,41884.28,41560.767563,42009.001237,ctx
BTC,2024-02-02,1,SHORT,PDC,43082.94,42886.33,43209.67448,lean
BTC,2024-02-02,2,LONG,RND,43250.0,43285.13,43123.26552,ctx
BTC,2024-02-05,1,SHORT,RND,43250.0,43119.04,43369.596668,lean
BTC,2024-02-05,2,LONG,ONH,43299.0,43813.477784,43179.403332,ctx
BTC,2024-02-06,1,LONG,ONH,43119.9,43314.093342,43007.457141,lean
BTC,2024-02-06,2,SHORT,RND,42750.0,42708.7,42862.442859,ctx
BTC,2024-02-07,1,LONG,PDC,43098.95,43222.94,42985.663839,lean
BTC,2024-02-07,2,SHORT,RND,43000.0,42788.0,43113.286161,ctx
BTC,2024-02-08,1,SHORT,PDH,44396.5,44349.6,44515.227875,lean
BTC,2024-02-08,2,LONG,RND,44750.0,44885.0,44631.272125,ctx
BTC,2024-02-09,1,SHORT,RND,47250.0,46657.137894,47392.89688,lean
BTC,2024-02-09,2,LONG,ONH,47699.0,47990.842106,47556.10312,ctx
BTC,2024-02-12,1,SHORT,RND,48000.0,47710.01,48132.61528,lean
BTC,2024-02-12,2,LONG,PDC,48299.99,48592.66,48167.37472,ctx
BTC,2024-02-13,1,LONG,PDC,49917.27,50334.82,49752.267977,lean
BTC,2024-02-13,2,SHORT,RND,49750.0,49650.0,49915.002023,ctx
BTC,2024-02-14,1,LONG,ONH,51828.93,52363.123875,51660.153455,lean
BTC,2024-02-14,2,SHORT,RND,51500.0,50787.876125,51668.776545,ctx
BTC,2024-02-15,1,SHORT,RND,52250.0,52043.71,52400.774848,lean
BTC,2024-02-15,2,LONG,ONH,52500.0,53035.555957,52349.225152,ctx
BTC,2024-02-16,1,SHORT,PDC,51880.0,51678.671662,52031.021787,lean
BTC,2024-02-16,2,LONG,ONH,52435.86,52500.0,52284.838213,ctx
BTC,2024-02-19,1,LONG,PDH,52377.0,52488.77,52236.075642,lean
BTC,2024-02-19,2,SHORT,RND,52250.0,52137.67,52390.924358,ctx
BTC,2024-02-20,1,LONG,RND,52250.0,52395.0,52093.887748,lean
BTC,2024-02-20,2,SHORT,PDC,51774.73,51677.0,51930.842252,ctx
BTC,2024-02-21,1,SHORT,RND,51250.0,50760.37,51407.57189,ctx
BTC,2024-02-22,1,LONG,PDC,51849.39,52034.12,51707.001055,lean
BTC,2024-02-22,2,SHORT,RND,51500.0,51153.69,51642.388945,ctx
BTC,2024-02-23,1,SHORT,PDL,50940.78,50830.0,51075.043099,lean
BTC,2024-02-23,2,LONG,RND,51000.0,51288.42,50865.736901,ctx
BTC,2024-02-26,1,LONG,RND,51250.0,51279.8,51116.693727,lean
BTC,2024-02-26,2,SHORT,ONL,50901.44,50611.72406,51034.746273,ctx
BTC,2024-02-27,1,LONG,ONH,57416.93,57678.238554,57225.939596,lean
BTC,2024-02-27,2,SHORT,RND,56750.0,55895.661446,56940.990404,ctx
BTC,2024-02-28,1,SHORT,RND,59250.0,58284.112156,59479.304538,lean
BTC,2024-02-28,2,LONG,ONH,59494.06,60424.287844,59264.755462,ctx
BTC,2024-02-29,1,LONG,ONH,63676.35,63863.884979,63418.599647,lean
BTC,2024-02-29,2,SHORT,RND,62500.0,62432.1,62757.750353,ctx
BTC,2024-03-01,1,SHORT,PDC,61130.98,61106.315519,61371.769532,lean
BTC,2024-03-01,2,LONG,RND,62250.0,62574.99,62009.210468,ctx
BTC,2024-03-04,1,SHORT,RND,65000.0,64056.284438,65228.731906,lean
BTC,2024-03-04,2,LONG,ONH,65555.0,66191.115562,65326.268094,ctx
BTC,2024-03-05,1,LONG,RND,67500.0,68245.71,67218.248212,lean
BTC,2024-03-06,1,LONG,RND,66000.0,67302.641463,65705.755401,lean
BTC,2024-03-07,1,SHORT,RND,66500.0,66074.04,66757.318425,lean
BTC,2024-03-07,2,LONG,ONH,67275.2,67641.1,67017.881575,ctx
BTC,2024-03-08,1,SHORT,PDC,66823.17,66757.0,67079.407363,lean
BTC,2024-03-08,2,LONG,RND,67500.0,67775.04,67243.762637,ctx
BTC,2024-03-11,1,LONG,RND,71500.0,72226.3,71193.192356,lean
BTC,2024-03-12,1,LONG,PDC,72078.1,72750.0,71780.527669,lean
BTC,2024-03-12,2,SHORT,RND,72000.0,71301.0,72297.572331,ctx
BTC,2024-03-13,1,LONG,ONH,73650.25,74549.007528,73332.336244,ctx
BTC,2024-03-14,1,LONG,RND,73000.0,73072.41,72735.675644,lean
BTC,2024-03-14,2,SHORT,ONL,72500.0,71650.486336,72764.324356,ctx
BTC,2024-03-15,1,LONG,RND,68000.0,68555.0,67670.924211,lean
BTC,2024-03-18,1,LONG,PDC,68393.48,68500.0,68131.221191,lean
BTC,2024-03-19,1,SHORT,RND,63000.0,62505.0,63277.119821,lean
BTC,2024-03-20,1,LONG,RND,63500.0,64036.5,63201.080468,ctx
BTC,2024-03-21,1,SHORT,RND,67000.0,66072.2,67287.953586,lean
BTC,2024-03-21,2,LONG,PDC,67840.51,68100.0,67552.556414,ctx
BTC,2024-03-22,1,SHORT,ONL,64065.72,64000.0,64354.169962,lean
BTC,2024-03-22,2,LONG,PDL,64529.01,65501.27,64240.560038,ctx
BTC,2024-03-25,1,SHORT,ONL,66385.06,65483.40812,66669.361831,lean
BTC,2024-03-25,2,LONG,RND,67000.0,67209.99,66715.698169,ctx
BTC,2024-03-26,1,LONG,PDH,71150.0,71561.1,70856.144507,lean
BTC,2024-03-26,2,SHORT,RND,70500.0,69880.01,70793.855493,ctx
BTC,2024-03-27,1,LONG,ONH,70739.65,71483.290773,70469.101263,lean
BTC,2024-03-27,2,SHORT,RND,70000.0,69988.0,70270.548737,ctx
BTC,2024-03-28,1,SHORT,RND,70500.0,69469.99,70792.1313,lean
BTC,2024-03-28,2,LONG,ONH,70962.63,71769.54,70670.4987,ctx
BTC,2024-03-29,1,LONG,PDC,70780.6,71074.03,70509.187639,lean
BTC,2024-03-29,2,SHORT,RND,70000.0,69566.0,70271.412361,ctx
BTC,2024-04-01,1,LONG,RND,69500.0,69562.99,69252.389164,lean
BTC,2024-04-01,2,SHORT,ONL,68888.0,68304.492764,69135.610836,ctx
BTC,2024-04-02,1,SHORT,RND,65500.0,65075.0,65792.887427,lean
BTC,2024-04-03,1,LONG,ONH,66642.36,67338.355669,66368.375214,lean
BTC,2024-04-03,2,SHORT,RND,66000.0,65463.99,66273.984786,ctx
BTC,2024-04-04,1,SHORT,PDC,65963.28,65250.127963,66199.753294,lean
BTC,2024-04-04,2,LONG,ONH,66468.99,66500.0,66232.516706,ctx
BTC,2024-04-05,1,LONG,RND,66500.0,67656.759335,66247.408714,lean
BTC,2024-04-05,2,SHORT,ONL,66380.0,65299.240665,66632.591286,ctx
BTC,2024-04-08,1,LONG,RND,72500.0,72650.0,72234.435903,ctx
BTC,2024-04-09,1,LONG,RND,71000.0,71620.0,70754.512776,lean
BTC,2024-04-10,1,SHORT,RND,69000.0,68466.63,69291.637094,lean
BTC,2024-04-10,2,LONG,PDC,69146.0,69594.15,68854.362906,ctx
BTC,2024-04-11,1,LONG,RND,70000.0,70631.08,69712.115518,lean
BTC,2024-04-11,2,SHORT,ONL,69881.31,68639.699083,70169.194482,ctx
BTC,2024-04-12,1,SHORT,PDC,70006.23,69809.752211,70240.713812,lean
BTC,2024-04-12,2,LONG,RND,71000.0,71227.46,70765.516188,ctx
BTC,2024-04-15,1,LONG,RND,66000.0,66867.07,65717.090239,lean
BTC,2024-04-15,2,SHORT,PDH,65840.0,65661.84,66122.909761,ctx
BTC,2024-04-16,1,LONG,PDC,63419.99,63899.69,63143.828705,lean
BTC,2024-04-16,2,SHORT,RND,63000.0,62274.4,63276.161295,ctx
BTC,2024-04-17,1,SHORT,ONL,62541.13,62500.0,62806.739244,lean
BTC,2024-04-17,2,LONG,PDC,63793.39,63834.549807,63527.780756,ctx
BTC,2024-04-18,1,LONG,ONH,63072.27,63928.683655,62787.10636,lean
BTC,2024-04-18,2,SHORT,RND,62500.0,61277.37,62785.16364,ctx
BTC,2024-04-19,1,LONG,RND,65000.0,65450.0,64711.927827,lean
BTC,2024-04-19,2,SHORT,PDH,64117.09,63526.403194,64405.162173,ctx
BTC,2024-04-22,1,LONG,RND,66000.0,66479.8,65720.11436,lean
BTC,2024-04-22,2,SHORT,PDH,65695.56,64941.15,65975.44564,ctx
BTC,2024-04-23,1,SHORT,RND,66000.0,65852.35,66265.620212,lean
BTC,2024-04-23,2,LONG,PDC,66819.32,67232.35,66553.699788,ctx
BTC,2024-04-24,1,SHORT,RND,66500.0,66414.0,66759.694943,lean
BTC,2024-04-24,2,LONG,ONH,67070.43,67183.01,66810.735057,ctx
BTC,2024-04-25,1,SHORT,PDL,63606.06,63337.25,63868.958543,lean
BTC,2024-04-25,2,LONG,RND,64000.0,64289.59,63737.101457,ctx
BTC,2024-04-26,1,LONG,PDC,64498.34,64747.12,64234.622724,lean
BTC,2024-04-26,2,SHORT,RND,64000.0,63890.82,64263.717276,ctx
BTC,2024-04-29,1,SHORT,RND,62250.0,61923.13,62481.310388,lean
BTC,2024-04-29,2,LONG,PDL,62781.0,63118.62,62549.689612,ctx
BTC,2024-04-30,1,SHORT,ONL,61000.0,60176.325715,61220.305918,lean
BTC,2024-04-30,2,LONG,RND,61250.0,61765.53,61029.694082,ctx
BTC,2024-05-01,1,LONG,RND,58000.0,59068.4207,57749.296279,lean
BTC,2024-05-02,1,LONG,ONH,58689.55,59536.085034,58480.316064,lean
BTC,2024-05-02,2,SHORT,RND,58500.0,58364.97,58709.233936,ctx
BTC,2024-05-03,1,SHORT,RND,59250.0,59060.61,59538.924561,lean
BTC,2024-05-03,2,LONG,PDH,59625.0,59999.0,59336.075439,ctx
BTC,2024-05-06,1,SHORT,PDC,64012.0,64000.0,64270.967286,lean
BTC,2024-05-06,2,LONG,PDH,64646.0,65412.074003,64387.032714,ctx
BTC,2024-05-07,1,SHORT,PDC,63165.19,62832.6,63396.671052,lean
BTC,2024-05-07,2,LONG,RND,63500.0,64422.41,63268.518948,ctx
BTC,2024-05-08,1,LONG,RND,62250.0,62261.0,62026.615978,lean
BTC,2024-05-08,2,SHORT,ONL,62020.09,61200.94123,62243.474022,ctx
BTC,2024-05-09,1,LONG,PDC,61193.03,61806.98,60953.750324,lean
BTC,2024-05-09,2,SHORT,RND,61000.0,60888.0,61239.279676,ctx
BTC,2024-05-10,1,SHORT,PDC,63074.01,62493.0,63305.156906,lean
BTC,2024-05-13,1,SHORT,RND,62500.0,61888.0,62754.058958,lean
BTC,2024-05-13,2,LONG,ONH,63295.48,63923.608471,63041.421042,ctx
BTC,2024-05-14,1,SHORT,RND,61750.0,61404.34,62007.345948,lean
BTC,2024-05-14,2,LONG,PDC,62940.08,62999.517756,62682.734052,ctx
BTC,2024-05-15,1,SHORT,PDC,61577.49,61319.47,61873.864091,lean
BTC,2024-05-15,2,LONG,RND,62500.0,62999.44,62203.625909,ctx
BTC,2024-05-16,1,SHORT,RND,66500.0,66444.16,66744.040137,lean
BTC,2024-05-16,2,LONG,ONH,66666.0,67642.65397,66421.959863,ctx
BTC,2024-05-17,1,LONG,ONH,66564.23,66752.01,66345.726579,lean
BTC,2024-05-17,2,SHORT,RND,66000.0,65235.21,66218.503421,ctx
BTC,2024-05-20,1,LONG,RND,67000.0,67349.0,66805.045752,lean
BTC,2024-05-20,2,SHORT,PDC,66274.01,66084.413507,66468.964248,ctx
BTC,2024-05-21,1,SHORT,RND,71000.0,69901.007879,71263.355455,lean
BTC,2024-05-21,2,LONG,PDC,71446.62,71515.56,71183.264545,ctx
BTC,2024-05-22,1,SHORT,RND,69500.0,69165.0,69737.487127,lean
BTC,2024-05-22,2,LONG,PDC,70148.34,70377.77,69910.852873,ctx
BTC,2024-05-23,1,LONG,RND,70000.0,70061.0,69765.836485,lean
BTC,2024-05-23,2,SHORT,PDC,69166.62,69023.56,69400.783515,ctx
BTC,2024-05-24,1,LONG,RND,67500.0,67969.65,67263.049815,lean
BTC,2024-05-24,2,SHORT,ONL,66600.12,66312.16,66837.070185,ctx
BTC,2024-05-27,1,SHORT,ONL,68250.0,68128.01,68474.497576,lean
BTC,2024-05-27,2,LONG,RND,68500.0,68507.67,68275.502424,ctx
BTC,2024-05-28,1,SHORT,PDL,68250.0,67486.65,68509.155593,lean
BTC,2024-05-28,2,LONG,RND,68500.0,69436.43,68240.844407,ctx
BTC,2024-05-29,1,SHORT,ONL,67602.34,67277.91,67814.476044,lean
BTC,2024-05-29,2,LONG,RND,68000.0,68398.39,67787.863956,ctx
BTC,2024-05-30,1,LONG,RND,68000.0,68422.89,67792.172354,lean
BTC,2024-05-30,2,SHORT,PDC,67652.42,67128.0,67860.247646,ctx
BTC,2024-05-31,1,LONG,PDC,68352.17,68500.0,68151.669046,lean
BTC,2024-05-31,2,SHORT,ONL,67876.0,67414.058881,68076.500954,ctx
BTC,2024-06-03,1,LONG,ONH,69333.0,70182.44842,69096.761053,lean
BTC,2024-06-03,2,SHORT,RND,69000.0,68460.0,69236.238947,ctx
BTC,2024-06-04,1,SHORT,PDC,68809.9,68567.32,68998.865947,lean
BTC,2024-06-04,2,LONG,RND,69000.0,69370.01,68811.034053,ctx
BTC,2024-06-04,3,FADE,RND,69000.0,68809.9,69188.965947,ctx
BTC,2024-06-05,1,SHORT,PDC,70537.84,70414.9,70731.831943,lean
BTC,2024-06-05,2,LONG,RND,71000.0,71063.45,70806.008057,ctx
BTC,2024-06-05,3,FADE,ONH,71379.21,70537.84,71573.201943,ctx
BTC,2024-06-06,1,SHORT,PDC,71108.0,71000.0,71303.559987,lean
BTC,2024-06-06,2,LONG,ONH,71294.47,71758.0,71098.910013,ctx
BTC,2024-06-06,3,FADE,PDH,71758.0,71108.0,71953.559987,ctx
BTC,2024-06-07,1,SHORT,RND,71500.0,70799.06,71694.428584,ctx
BTC,2024-06-07,2,FADE,ONH,71700.0,70799.06,71894.428584,ctx
BTC,2024-06-10,1,LONG,RND,69500.0,69648.14,69308.76999,lean
BTC,2024-06-10,2,SHORT,ONL,69172.29,69130.24,69363.52001,ctx
BTC,2024-06-10,3,FADE,PDH,69857.14,69648.14,70048.37001,ctx
BTC,2024-06-11,1,SHORT,ONL,66732.0,65941.581149,66935.234754,lean
BTC,2024-06-11,2,LONG,RND,67000.0,67838.438851,66796.765246,ctx
BTC,2024-06-12,1,SHORT,PDC,67314.24,66905.0,67614.55229,lean
BTC,2024-06-12,2,LONG,RND,68000.0,68059.01,67699.68771,ctx
BTC,2024-06-13,1,SHORT,RND,67500.0,66969.98,67688.474195,lean
BTC,2024-06-13,2,LONG,PDC,68263.99,68539.99,68075.515805,ctx
BTC,2024-06-13,3,FADE,PDC,68263.99,66969.98,68452.464195,ctx
BTC,2024-06-14,1,SHORT,RND,67000.0,66773.01,67188.462797,lean
BTC,2024-06-14,2,LONG,ONH,67256.32,67915.493051,67067.857203,ctx
BTC,2024-06-14,3,FADE,ONH,67256.32,66773.01,67444.782797,ctx
BTC,2024-06-17,1,SHORT,ONL,65556.0,64901.883186,65752.139317,lean
BTC,2024-06-17,2,LONG,RND,66000.0,66034.5,65803.860683,ctx
BTC,2024-06-18,1,SHORT,PDL,65130.0,64569.0,65332.452412,lean
BTC,2024-06-18,2,LONG,RND,65500.0,66310.777925,65297.547588,ctx
BTC,2024-06-19,1,SHORT,PDC,65175.32,65000.0,65344.697331,lean
BTC,2024-06-19,2,LONG,ONH,65727.54,66000.427545,65558.162669,ctx
BTC,2024-06-19,3,FADE,ONH,65727.54,65175.32,65896.917331,ctx
BTC,2024-06-20,1,SHORT,RND,66000.0,65727.54,66155.799792,lean
BTC,2024-06-20,2,LONG,ONH,66482.94,66896.915695,66327.140208,ctx
BTC,2024-06-20,3,FADE,ONH,66482.94,65442.784305,66638.739792,ctx
BTC,2024-06-21,1,LONG,RND,64000.0,64516.29497,63840.079649,lean
BTC,2024-06-21,2,SHORT,ONL,63522.75,63023.70503,63682.670351,ctx
BTC,2024-06-21,3,FADE,RND,64000.0,63522.75,64159.920351,ctx
BTC,2024-06-24,1,SHORT,RND,61250.0,60567.01,61436.474432,ctx
BTC,2024-06-25,1,LONG,RND,61250.0,61598.87,61058.939406,lean
BTC,2024-06-26,1,SHORT,ONL,61149.64,60723.308459,61304.343902,lean
BTC,2024-06-26,2,LONG,RND,61500.0,61806.01,61345.296098,ctx
BTC,2024-06-26,3,FADE,RND,61500.0,61149.64,61654.703902,ctx
BTC,2024-06-27,1,SHORT,PDC,60864.99,60712.0,61015.037049,lean
BTC,2024-06-27,2,LONG,RND,61250.0,61455.15,61099.952951,ctx
BTC,2024-06-27,3,FADE,RND,61250.0,60864.99,61400.047049,ctx
BTC,2024-06-28,1,SHORT,ONL,61212.11,60938.156246,61373.219376,lean
BTC,2024-06-28,2,LONG,PDC,61706.47,61750.0,61545.360624,ctx
BTC,2024-06-28,3,FADE,PDH,62389.22,61706.47,62550.329376,ctx
BTC,2024-07-01,1,LONG,PDC,62772.01,63058.76,62594.839785,lean
BTC,2024-07-01,2,SHORT,RND,62500.0,61940.0,62677.170215,ctx
BTC,2024-07-01,3,FADE,PDC,62772.01,61940.0,62949.180215,ctx
BTC,2024-07-02,1,SHORT,PDL,62497.2,62401.23,62655.76401,lean
BTC,2024-07-02,2,LONG,PDC,62899.99,63000.0,62741.42599,ctx
BTC,2024-07-02,3,FADE,PDC,62899.99,62401.23,63058.55401,ctx
BTC,2024-07-03,1,SHORT,ONL,59600.0,59533.035941,59782.780155,lean
BTC,2024-07-03,2,LONG,RND,60500.0,61238.984059,60317.219845,ctx
BTC,2024-07-04,1,SHORT,RND,57750.0,56952.0,57945.337836,lean
BTC,2024-07-05,1,LONG,RND,55500.0,56586.607119,55264.26276,ctx
BTC,2024-07-08,1,LONG,RND,57250.0,58210.351465,57023.641115,ctx
BTC,2024-07-09,1,SHORT,PDC,56714.62,56350.637885,56945.485453,lean
BTC,2024-07-09,2,LONG,RND,57500.0,57900.0,57269.134547,ctx
BTC,2024-07-10,1,SHORT,PDH,58296.0,58050.0,58504.104793,lean
BTC,2024-07-10,2,LONG,RND,58500.0,59463.155699,58291.895207,ctx
BTC,2024-07-11,1,SHORT,RND,58750.0,57904.002734,58937.282985,lean
BTC,2024-07-11,2,LONG,ONH,58936.52,59470.0,58749.237015,ctx
BTC,2024-07-12,1,LONG,RND,57250.0,57339.89,57022.329406,lean
BTC,2024-07-12,2,SHORT,PDL,57050.0,56542.47,57277.670594,ctx
BTC,2024-07-15,1,LONG,RND,62500.0,63243.71,62294.168743,ctx
BTC,2024-07-16,1,SHORT,RND,63500.0,62696.869697,63724.837208,lean
BTC,2024-07-16,2,LONG,PDC,64724.14,64795.350303,64499.302792,ctx
BTC,2024-07-17,1,SHORT,RND,64500.0,64115.0,64735.726509,lean
BTC,2024-07-17,2,LONG,PDC,65043.99,65388.97,64808.263491,ctx
BTC,2024-07-18,1,LONG,RND,65000.0,65133.3,64777.372635,lean
BTC,2024-07-18,2,SHORT,PDC,64087.99,63910.0,64310.617365,ctx
BTC,2024-07-19,1,LONG,ONH,64486.0,65126.944816,64269.368968,lean
BTC,2024-07-19,2,SHORT,RND,64000.0,63987.92,64216.631032,ctx
BTC,2024-07-22,1,LONG,PDC,68165.34,68366.66,67912.753866,lean
BTC,2024-07-22,2,SHORT,RND,67500.0,66944.1,67752.586134,ctx
BTC,2024-07-23,1,SHORT,PDL,66559.97,66500.0,66773.760665,lean
BTC,2024-07-23,2,LONG,PDC,67532.01,67673.69977,67318.219335,ctx
BTC,2024-07-24,1,LONG,RND,66500.0,66600.0,66290.906797,lean
BTC,2024-07-24,2,SHORT,PDC,65936.01,65476.84,66145.103203,ctx
BTC,2024-07-25,1,SHORT,RND,64000.0,63800.0,64207.317326,ctx
BTC,2024-07-26,1,LONG,ONH,67498.0,67500.0,67277.604999,lean
BTC,2024-07-29,1,SHORT,RND,69500.0,68575.065577,69715.345233,lean
BTC,2024-07-29,2,LONG,ONH,69888.0,70584.954423,69672.654767,ctx
BTC,2024-07-30,1,SHORT,RND,66500.0,66428.0,66737.950833,lean
BTC,2024-07-30,2,LONG,PDC,66784.69,67553.66,66546.739167,ctx
BTC,2024-07-31,1,LONG,PDC,66188.0,66554.4,65995.327872,lean
BTC,2024-07-31,2,SHORT,RND,66000.0,65496.0,66192.672128,ctx
BTC,2024-08-01,1,SHORT,PDC,64628.0,64530.0,64846.135266,lean
BTC,2024-08-01,2,LONG,ONH,65058.0,65692.214575,64839.864734,ctx
BTC,2024-08-02,1,LONG,PDC,65354.02,65659.78,65132.764038,lean
